X_aligned,Y_aligned,Z_aligned
-89.79043077540942,-31.42586910553799,61.02380859376177
-71.13681226889763,-62.800244803890614,60.67146969329957
-69.39682334977338,-69.08319044069194,61.01482593719169
-93.76664722245192,-46.37739293426136,60.86459248544105
